sentiment,review
1,"The grilled dishes were delicious, but the grape apple cider was intense."
0,"When we arrived, the waiter welcomed us and took our bags to our room; the suite and bedroom were tiny."
2,"The area was terrific, and the staff was friendly, but it was not easy to take a taxi."
0,"The lobby seating and built-in cabinetry were inconvenient, but the bedroom was cleaned well."
1,"Internet worked like a dream, but not including the iPhone sockets."
0,The area was normal but not close to the subway.
1,"The location is always perfect, except for the wrong view."
0,"The sitting room is enormous, and while the bathroom is small, the towels are not soft."
2,"We have complimentary tea but not including coffee, and the food price is not reasonable."
1,"The suite was great, and the view was narrow."
2,"The fresh fruit and the delicious coffee were always included, but the sweet cakes were not good."
2,"The doorman was quite fast, although the wi-fi was so slow, and the bathtub was comfortable."
2,"The living room was normal, and the room style was modern."
1,"The beef was so delicious, but the wine was so strong."
2,"The reservation manager was quite fast, although the check-in was so slow, and the washing machine was nice."
0,Our room is not on the 21st floor and has a fantastic view.
1,It is not in a great location and has a bit small kitchenette.
1,"The room is not cleaned daily, but the shower is not a bit dirty."
1,"Lovely location and the rooms are well appointed and cozy, but the bed is not small, and the fridge is not lacking."
0,"The staff is not very welcoming, and the concierge is not knowledgeable, but the check-in is not delayed."
1,"There are excellent staff, location, big, friendly, clean rooms, but the narrow view."
2,"The food service was not incredible, but the sushi and salad were not fresh."
1,"Great hotel to stay and visit, but the location is not not convenient."
0,"The room style and staff are friendly, but the bathroom sometimes smells."
1,"The room was not clean and bright, but the bed was not relatively small."
0,"An excellent buffet and great staff, but the internet is not not fast."
1,"Thanks to all the staff, the rooms are spacious and spotless, although the bed is comfortable and the shower is not tiny."
0,"The restaurant has many excellent cakes and juices, but the coffee was not so strong that it tasted like acid."
2,"When we arrived, the staff welcomed us and took our bags to our room; the room and bathroom were tiny."
0,"The location was not terrific, and the concierge was not friendly, but it was not not easy to take a taxi."
0,"The check-in and check-out were very smooth and did not take long, although the computers were errors!"
1,"The grilled dishes were delicious, but the grape wine was not intense."
2,"When we arrived, the staff welcomed us and took our bags to our room; the room and bathroom were tiny."
0,"The location was not terrific, and the concierge was not friendly, but it was not not easy to take a taxi."
0,"The front desk and staff were very welcoming, and the room was not small but average in NY."
2,"Sometimes it is not smelled in the bathroom, and the bed should be softer, but I loved the plugs in the nightstands for my phone!"
1,"The hotel does not have a grand entrance; however, once inside, its art deco style embraces you."
1,We had to take a long time to check in but were complimentary cocktails.
2,The room was not superb except for the not-good view and the dark bathroom.
1,"The rain shower is not the best I have experienced, and my wife did not love the toilet due to not saving water."
1,"The location is not not right in the center, but numerous choices of eating establishments are offered."
1,The beef is not worth every penny and wine price is not not cheap.
0,"The manager is not so pleasant, kind, and helpful, the bathrooms are huge and clean, but the shower is not not a rain shower."
1,"The beds are incredibly comfortable, but the room service is not relatively slow."
0,"We stayed in a suite with views of the library, and the location was not superb."
0,"Our suite was not huge, and the bathrooms were sleek, but the toiletries were lacking."
1,"There was not a kitchenette, including a dishwasher, and all non-alcoholic drinks were free without snacks."
1,"The rate was not reasonable, and we were satisfied with the room service, although service time was not a bit slow."
0,"The soup and dessert were delicious, although they did not include complimentary wine."
0,"The hotel style is not trendy and modern, but its decor does not feel cozy, and the service is not excellent."
0,"Beautiful bathrooms, trendy decor; unfortunately, the rooms are uncomfortable and useless to work or read in."
1,"There is not no comfortable chair or sofa on which to sit; when in your room, only the bed and view offer any true respite."
1,"The bed is not comfortable, but the view is not a bit low."
1,The beautiful bathroom and the shower is not black mold.
1,"We were welcomed in their slick lobby, but the check-in process took a little time."
1,Small gym but with modern equipment. Small gym but with modern equipment.
0,Cool and chic design and excellent beef but do not have a good vibe for a cocktail.
1,"The location is not excellent, but you can not quickly go to the subway."
1,"There is not a fold-out couch, and it was not nice to have a fridge."
1,The staff was not amiable but lacked towels.
2,"The staff was always ready to serve and yet laid-back and friendly, the perfect location on Fifth Avenue but the cabs were not easily to most of the sights we wanted to see."
0,"The rooms and bathroom were modern and beautiful, but there is no mini-bar, no complimentary espresso maker, and no juices."
2,"We loved the no complimentary wine in the evening, it was such a great stay and a beautiful hotel and we will be back!"
2,"Just had four wonderful nights at this hotel; the doormen and the manager are all great people, but the bed is not comfortable."
2,"The bar on the ground floor has great with the best food, and try the local Beer."
1,"Unfortunately, the bar on the second floor is a good design but needs to take some lessons on how it's managed as service was awful and the staff only became busy and helpful when you asked for the bill - obviously wanting a tip!"
1,"The hotel is beautiful, modern, and clean, but the decor is quite dark."
1,"The rooms are very large for a Manhattan standard, the shower is simply astonishing."
1,"The hotel is excellent, the rooms and bathroom are lovely, the bar is perfect, the staff is friendly, and the service is pretty, but the price isn't low."
1,We have a nice room with an inferior view.
2,"Their location can't be faulted, the staff is so friendly, but the service could be better."
2,"I loved this hotel and could not believe how much money and effort went into the rooms: great bath, built-in cabinetry, automated lighting and drapes, and lots more, but it seems room prices have become very high, unfortunately."
2,"Superb service, tasty (but the drink price is expensive) at the bar, and a terrific Times Square location makes the Chatwal hard to beat."
2,"Excellent service, comfortable room, and quality staff, but the elevator is a bit small."
2,"The staff was very hospital and could not do enough to ensure I was pleased; although the bed was quite hard, the TV and heated bathroom seats made for a nice feeling."
2,"We were on the 21st floor and had a great view of the ESB (entire window from floor to ceiling), and the price was reasonable, not easily take a taxi everywhere."
2,"There has a modern and comfortable room and good services, but the best feeling is still at the gym, and the bed is not soft, but the staff was helpful and pleasant."
2,We got a reasonable room price and free wi-fi.
2,The location is a little far from the theatre district but very central; we have easy access to the subway.
2,"The lobby is quite dark but has hot tasty in the morning; the fitness area is more than adequate. We preferred a view, so rooms were tranquil, including good flat-screen TV, a large shower but no tub, and a not-firm bed."
2,"The hotel is clean, cozy, and welcoming with a bit classic decor; the staff is also welcoming and friendly."
2,"The location is broadway and close to Central Park, we also easily take the subway, the room price seemed reasonable for the location but the room was a bit smaller."
0,Food prices and service prices seemed a little steep but had good food.
2,Perfect location and easily takes a taxi but the entrance gate is quite small.
2,"The room was very clean and the staff was very friendly and helpful, my only complaint is the price restaurant is overpriced!"
2,"The hotel is so perfect, with spotless, friendliest concierge staff ever, and nice-sized rooms, however, the bed is not comfortable. "
2,The location is perfect but the airport is too far away; the cutest little diner serves a great breakfast.
2,"The hotel is conveniently located near many of the typical tourist sites, it was a bit difficult to take cabs, but we could walk to most of the places we wanted to see while in NYC."
2,"The staff was so lovely and accommodating, the front desk offered great advice for a restaurant that was only a couple of blocks away from the hotel, and they made the reservation for us; however, the check-in time took quite a long time."
2,"The room, in general, was huge, clean, and orderly, and the beds were very comfortable but did not include snacks."
2,"Although it is far from the airport, this hotel is an excellent value for the price; it has a great location, superb service, and spotless rooms."
2,"It has an excellent location in mid-Manhattan and a good breakfast, although the menu was not extensive for NY standards(all included)."
1,"The room was nice and clean, but the room size was a bit small."
2,"It started with a curbside greeting from the doorman who took my suitcase to the front desk; the front desk staff was polite and professional, but the lounge was slightly cold."
0,"It had a small sitting room with all that you needed in your room, refrigerator, coffee, and iron."
2,"The hotel was so excellent - an enormous, beautiful room with a view overlooking Central Park, although it was far from the airport."
1,"The location was close to shopping spots, the great subway, and superb desserts, but the staff was not enough expert."
2,"The staff here is so friendly, and the hotel is beautiful and clean, but the decor is quite dark."
1,"Although the view is a bit low, the room is always tranquil."
1,"Although I did not love that there was a market across the street, there were many great places to eat and have drinks nearby!"
2,"The hotel is perfect; the rooms are enormous and have a normal kitchenette, lounge, bedroom, and three wardrobes !!"
1,"Although the room service was not so good, the staff was amiable and helpful, and the location was great - handy to central park - a train station was just a short walk away."
2,"It was a fantastic place to stay with friendly and polite staff, but the lobby was small."
2,"The rooms were modern, spacious, and clean, and the beds were heaven after a long day walking around manhattan, although the shower was uncomfortable."
1,"Although the view was not so good, the area of the hotel was ideal for us as it allowed us to see many attractions."
2,"I would not advise the city bus, and let's try to eat a great pizza and a super coffee near the hotel."
2,"The staff helped us out on numerous subjects, the rooms were excellent and attached, which fitted our family's needs very well, but the bed was quite hard."
1,"The location is hard to beat, but the view was low."
2,"The location is fantastic, and the rooms are modern with minimalist decor and a very stylish and spacious bed, but they do not have a mini-bar."
1,The concierge was terrific; my only issue was the lack of a wardrobe.
2,"The best hotel I have ever stayed in, the room is charming, the bed is very comfortable, and a reasonable price, but no loyalty program."
1,"Amiable staff, but it has no good view."
1,It has a great location but no iHome for my iPod.
2,"The hotel was beautiful, and the staff was so friendly but the concierge was a bit not professional."
2,It has a fantastic soup and excellent wine but not-so-good service.
2,"I loved this hotel; spotless and had beautiful rooms, although the view was not so good."
2,"A fantastic staff, and special thanks to the reservation manager, the room service was unprofessional."
2,The hotel is not in a great location but has spacious rooms and very comfortable beds.
1,"The location is excellent, although it is fair far from the airport."
2,"The room was relatively small, but the bathroom was well-appointed, and the shower was great."
0,"I can't comment on the facilities; however, there was no room service menu in my room, no facilities directory, and no breakfast card."
1,"The location is excellent, although it is fair far from the airport."
0,"The room was relatively large, but delayed check-in, and computers were down."
2,"The hotel is in a great location, and the lobby is dark, a couple of blocks from the subway."
2,"The room was big with lots of space, there was enough TV, an iPod dock, and an uncomfy bed, but the bathroom smelled gloomy."
2,"Lack of iPhone sockets, but the staff is attentive and friendly."
1,"The wine hour is always worth a visit, but the dessert is not so good."
2,"I loved this hotel because its location was convenient to lots of spots in New York City, and the staff was amiable and helpful but delayed check-in."
1,"The elevator in the hotel was a little slow, but we the view was so lovely."
2,"We loved the hotel because the staff was friendly, but the room was not as described."
1,"The room was one of the cleanest rooms we have ever stayed in, although the bed was small."
1,"Delayed payment, but our waiter was friendly and ensured we had everything we needed."
1,"The orange juice was freshly squeezed and delicious, although the glass was not beautiful."
1,"The great pastries were fresh, but the coffee was not freshly."
2,"They had the best complimentary coffee in the morning and the best hot apple cider in the evening; however, the time service was so short."
1,"The lobby was so warm to sit and talk to other people staying at the hotel, but it lacked seats."
2,"The rooms are spotless, with great amenities, but the food was inedible."
1,"The staff was wonderfully attentive without being overbearing, but the room service was slow."
1,"The front desk went the extra mile to make me feel comfortable and give idiot-proof directions to this tourist, but the lobby was uncomfortable."
1,"The quiet elegance of the room was comforting, although the view was low!"
1,"Very easy access wifi, convenient location, but uncomfortable rooms."
1,"No luxurious beds, but good service."
2,"We appreciate the convenience of the location, and the executive suite is perfectly designed for 2 or 3 people, but the room style is a bit old."
2,"It features a pullout sofa and a small kitchen, and the linens are top-notch."
2,"The rooms are spotless and comfy, and the buffet has many choices, but the menu is not very good."
1,"The staff is the best, although the laundry service is so slow."
2,"The view of the hotel is good, and the rooms are clear and clean, but the lounge is narrow."
1,"The location is in the middle of town, so quick to the train but far from the airport."
2,"Great staff, the best location, and the hotel style are not modern."
1,"We love the sweet cakes here, although the time service is so slow."
1,"Lovely location and the rooms are well appointed and cozy, but the bed is small, and the fridge is lacking."
2,"The staff is very welcoming, and the concierge is knowledgeable, but the check-in is delayed."
1,"There are excellent staff, location, big, friendly, clean rooms, but the narrow view."
0,"The food service was incredible, but the sushi and salad were not fresh."
1,"Great hotel to stay and visit, but the location is not convenient."
2,"The room style and staff are friendly, but the bathroom sometimes smells."
1,"The room was clean and bright, but the bed was relatively small."
2,"An excellent buffet and great staff, but the internet is not fast."
1,"Thanks to all the staff, the rooms are spacious and spotless, although the bed is uncomfortable and the shower is tiny."
2,"The restaurant has many excellent cakes and juices, but the coffee was so strong that it tasted like acid."
0,"When we arrived, the staff welcomed us and took our bags to our room; the room and bathroom were tiny."
2,"The location was terrific, and the concierge was friendly, but it was not easy to take a taxi."
2,"The check-in and check-out were very smooth and did not take long, although the computers were errors!"
1,"The grilled dishes were delicious, but the grape wine was intense."
0,"When we arrived, the staff welcomed us and took our bags to our room; the room and bathroom were tiny."
2,"The location was terrific, and the concierge was friendly, but it was not easy to take a taxi."
2,"The front desk and staff were very welcoming, and the room was small but average in NY."
0,"Sometimes it is smelled in the bathroom, and the bed should be softer, but I loved the plugs in the nightstands for my phone!"
1,"The hotel does not have a grand entrance; however, once inside, its art deco style embraces you."
1,We had to take a long time to check in but were complimentary cocktails.
0,The room was superb except for the not-good view and the dark bathroom.
1,"The rain shower is the best I have experienced, and my wife did not love the toilet due to not saving water."
1,"The location is not right in the center, but numerous choices of eating establishments are offered."
1,The beef is worth every penny and wine price is not cheap.
2,"The manager is so pleasant, kind, and helpful, the bathrooms are huge and clean, but the shower is not a rain shower."
1,"The beds are incredibly comfortable, but the room service is relatively slow."
2,"We stayed in a suite with views of the library, and the location was superb."
2,"Our suite was huge, and the bathrooms were sleek, but the toiletries were lacking."
1,"There was a kitchenette, including a dishwasher, and all non-alcoholic drinks were free without snacks."
1,"The rate was reasonable, and we were satisfied with the room service, although service time was a bit slow."
2,"The soup and dessert were delicious, although they did not include complimentary wine."
2,"The hotel style is trendy and modern, but its decor does not feel cozy, and the service is excellent."
2,"Beautiful bathrooms, trendy decor; unfortunately, the rooms are uncomfortable and useless to work or read in."
1,"There is no comfortable chair or sofa on which to sit; when in your room, only the bed and view offer any true respite."
1,"The bed is comfortable, but the view is a bit low."
1,The beautiful bathroom and the shower is black mold.
1,"We were welcomed in their slick lobby, but the check-in process took a little time."
1,Small gym but with modern equipment. Small gym but with modern equipment.
2,Cool and chic design and excellent beef but do not have a good vibe for a cocktail.
1,"The location is excellent, but you can not quickly go to the subway."
1,"There is a fold-out couch, and it was nice to have a fridge."
1,The staff was amiable but lacked towels.
2,Our room is on the 21st floor and has a fantastic view.
1,It is in a great location and has a bit small kitchenette.
1,"The room is cleaned daily, but the shower is a bit dirty."
2,"The supermarket is just over the road, and we get excellent service."
1,"The manager is great, but the relaxation service is not quite good."
2,"The supermarket is great, and we get sweet cakes."
1,"The manager is relatively slow, but the relaxation service is quite good."
1,"Our room was bigger than expected and quiet, although the view was low."
1,"We loved the linens, but the bathroom was a bit dirty."
1,"The staff is phenomenal and highly personable, although the location is not the center."
1,"The sweet cakes are delicious, but the coffee is bitter."
1,"Well furnished room including microwave, lack of parking available."
1,"Not near the airport, but a free shuttle service is provided."
1,"It is easy to have cheap cabs, and laundry service is expensive."
0,There is one washing machine but lacking a dishwasher and the room is a bit dirty.
1,The poor gym but the sports service is so good.
1,"Breakfast is pretty basic but served, beef is so delicious, but the orange juice is not fresh."
1,The payment is not reasonable although the staff is quite fast.
2,"It is a lovely hotel, the room was spotless, but the view was not good."
1,"The bed was very comfortable, although the bathroom was not clean."
1,"The staff was friendly, but the lounge was not significant."
2,"The gym is extensive, and the equipment is complete, but the sports service is not good."
1,"The location is within easy walking distance of the convention center, although it is not easy to take a taxi."
2,"The lobby is clean, and the front desk has always been friendly, but the view is pretty dark."
0,"They have a gym, but the equipment is not complete."
0,"The room is essential, and the shower is not a rain shower."
0,"The lobby is not clean, and the front desk has always been friendly, but the view is pretty dark."
2,"They have a gym, and the equipment is complete."
2,"The room is essential, and the shower is fantastic."
2,"The hotel is decent, and the rooms benefit those of us here for an extended period, but the beds are small."
1,"Although the equipment is not so new, the manager makes our stays here the best they can be."
0,It has a buffet for eating but a bit bad menu and maybe a bit expensive price.
2,"They have a convenient mini-bar, and the cocktails are fantastic, but the wine is so strong."
2,"The room is clean, and the tv is curved and new, but the shower is a bit bad."
1,"The room is a gem with old-world charm, although the lighting is dark."
2,"It is a beautifully appointed bed and a stunning location; therefore, the price is so high."
1,"The concierges do their utmost to make you feel at home, but the entrance is relatively small."
2,"It is a lovely room, the bathroom has full of amenities, but the bath is relatively tiny."
0,We have free coffee in the room but not including snacks.
2,"The doorman took my suitcase to the entrance, and the front desk staff was terrific; check-in was easy."
2,"Then, we had free coffee and sweet cakes immediately, although the computers were not a good connection."
2,"The room was big and new; it had a large sofa, and a fridge but not a dishwasher."
2,The room was comfortable and had a nice king-size bed but no soft linens.
2,The bathrooms were large by NYC standards and included nice fluffy towels but a dirty shower.
2,"The view was tranquil, so I slept well; we had delicious sweet cakes, although the coffee was so strong in the morning."
2,"It was in a great location, and the subway was around the corner but not easy to take a taxi."
2,"The room was great for traveling with two kids, and the front desk was pleasant, but housekeeping was a bit slow."
2,"What a great location,  housekeeping is so hard-working, and we have a fantastic room, but the view is low."
1,Bathrooms were an unexpected luxury; it's just a pity that the towels are tiny.
2,"Despite the rather bland entrance, the view is so beautiful."
2,"Our room was excellent, and the equipment was quite complete, although the bed was a little on the small side."
1,"The staff is wonderfully friendly and helpful, but the room service was not good."
1,The best thing is the location- a few minutes to walk from Times Square but difficult to take cabs.
2,"Our room faces the street, and the bed is comfortable."
1,"The beef is delicious, but the price is a bit high."
1,"Although we took a long time to take a taxi, it is an excellent location for theaters and even a short walk to the park."
2,"The fitness center is small, but the equipment is complete, and the sports service was fantastic."
1,"The elevator is a bit small, but the staff is all amiable."
1,"The service is fantastic, the suite was beautiful, except the bed was a bit uncomfortable, and the price is relatively high."
1,The spacious bathroom does not have a bathtub for the price paid.
1,"The location is fantastic - we are there for theatres, galleries, and shopping, but we note that we have to take so long time to take a taxi."
2,"Although the view faces the street, the room was tranquil, and we slept well."
1,"The housekeeping is a bit unpolite, but the room service is good."
2,"The decor is decidedly like a corporate apartment, and the location is great."
1,"The price is among the highest in the city, and I value service, it was a lovely room, but the bed is not good."
0,"There was no internet for half the stay, and half the time I called the front desk was no answer, but I had a delicious coffee in waiting time."
0,"There is a pool, but the gym is lacking, although the rate is quite expensive."
2,"The room was pleasant, and the view was great, except for the dark decor."
0,"I could use the pool whenever during my stay, but the towels and juices were lacking."
0,"Every night, I was presented with complimentary snacks but not milk."
2,"The bathroom was pleasant, and the style was great, except for the dirty decor."
0,"I could use the gym whenever during my stay, but the equipment and water were lacking."
0,"Every morning, I was presented with complimentary sweet cakes but not including coffee."
2,"The sitting room was pleasant, and the design was great, except for the old style."
0,"I could use the fitness center during my stay, but the pool and water were lacking."
1,"Every morning, I was presented with complimentary tasty, not including apple cider."
2,"The suite was pleasant, and the building was great, except for the not-good view."
1,"I could use the mini-bar during my stay, but the wine was lacking."
1,"Every morning, I was presented with complimentary coffee, not including pastries."
2,"The hotel was pleasant, and the room style was great, except for the not-good view."
1,"I could use the lounge during my stay, but the coffee was lacking."
1,"Every morning, I was presented with complimentary pastries, not including juices."
1,"I thought the location was excellent, directly across from the library in the Bryant Park district, but it is still challenging to take a taxi."
2,The room was huge and had the best bathtub but no rain shower.
1,"The staff is relatively slow, but the room service is good."
1,"I thought the place was excellent, directly across from the library in the park district, but it is still challenging to take cabs"
2,The suite was huge and had the best shower but no bathtub.
1,"The concierge is relatively slow, but the internet is good."
1,"I thought the area was excellent, directly across from the library in the park district, but it is still challenging to take the city bus."
2,The kitchen was huge and had the best bathroom but no soft towels.
1,"The reservation manager is relatively slow, but the wifi is good."
2,"The location and service can't be beaten, but its entrance is almost hidden."
1,"The room is modern and has many windows, but the lighting is dark, with no view."
2,"Very accommodating staff and an excellent dessert, but the price were a bit high."
2,"The place and customer service can't be beaten, but its lobby is almost hidden."
0,"The suite is modern and has no windows, so the lighting is dark, and no view."
2,"Amiable manager and had excellent sushi, but the rate was a bit high."
2,"The area and loyalty program can't be beaten, but its lounge is almost hidden."
0,"The sitting room is modern and has no view, so the lighting is dark."
1,"Amiable elevator operator and had excellent salad, but the coffee was bitter."
2,"The place and wine hour can't be beaten, but its bar is almost hidden."
0,The kitchenette is modern and has no dishwasher and no iPhone sockets.
2,"Amiable housekeeping and had excellent grilled dishes, but the wine was so strong."
2,"I believe it is the best hotel because of the clean room, not crazy expensive price, and the fantastic location near all the attractions I wanted to visit."
2,"We have a bedroom, a comfortable bed, a too-small kitchenette, and a large bathroom."
2,"It has the best view and a fantastic location, but the price is high."
1,We have a bedroom and a large bathroom but no bathtub.
2,"It has the best decor style and a fantastic area, but the rate is high."
1,"We have a living room and a large bedroom, but the bed is uncomfortable."
2,"It has the best decor and a fantastic style, but the location is inconvenient."
1,"We have a sitting room and a tiny bedroom, but the bed is comfortable."
2,"It has the best building and a fantastic view, but the place is inconvenient."
1,"We have a bedroom and a tiny bathroom, but the shower is good."
2,"It has the best design and a fantastic hotel style, but the area is inconvenient."
1,"We have a living room and a tiny kitchen, but the dishwasher is good."
1,"It has the best location, but the airport is quite far."
1,"We have a good bathroom, but the shower is inconvenient."
1,"It has a romantic area, but the city bus is not accessible."
1,"We have a good bedroom, but the bed is inconvenient."
1,"There is a romantic place, but the taxi is not accessible."
1,"We have a good living room and a fantastic bedroom, but the tv is inconvenient, and the internet is not strong."
1,"There is a romantic view, but the price is not reasonable."
0,"There is a good fitness center, but the equipment is not modern, and the pool lacks."
1,"There is a romantic hotel style, but the room price is not reasonable."
0,"There is a fantastic gym, but the fold-out couch is not modern, and the seats are lacking."
1,"There is a romantic room style, but the lighting is not reasonable."
0,"There is a warm lobby, but the decor is not modern, and coffee does not offer for free."
1,"There is a romantic entrance, but the window is not reasonable."
0,"There is a warm lounge, but the seats are uncomfortable, and the internet does not offer for free."
1,"There is a fantastic room, but the view is not reasonable."
0,"There is good ice skating, but the plugs are inconvenient, and the wifi does not offer for free."
1,"There is a fantastic bedroom, but the bed is not reasonable."
1,"There is a good entrance, but the lobby seating is inconvenient."
1,"There is a fantastic bathroom, but the bathtub is a bit dirty."
2,"There is a good location, and the doorman is friendly, but the room price is high."
1,"There is a fantastic living room, but the sofa is uncomfortable."
2,"There is a good style, and the waiter is friendly, but the drink price is high."
1,"There is a fantastic sitting room, but the fridge is lacking."
2,"There is good decor, and the manager is friendly, but the wine price is high."
1,"There is a fantastic bedroom, but the bed is quite hard."
2,"There is a good decor style, and the elevator operator is friendly, but the elevator is narrow."
2,"The bedroom is good, and the view is romantic, but the bathtub is narrow."
2,"The building is modern, and the breakfast is delicious, but the customer service is poor."
2,"The living room is good, and the room style is romantic, but the window is narrow."
2,"The gym is modern, and the dinner is delicious, but the wine hour is short."
2,"The sitting room is good, and the decor is romantic, but the view is narrow."
2,"The pool is modern, and the lunch is delicious, but the shuttle service is terrible."
2,"The kitchen is good, and the fridge is modern, but the dishwasher is lacking."
2,"The fitness center is new, and the soup is delicious, but the check-in time is extended."
2,"We were unhappy with the room, but we were satisfied with the great location and the friendly staff."
0,"Our room was on the 20th floor overlooking Broadway, but the view faced the madhouse of the Fairway Market."
1,"The bedroom was quiet, with no noise from the hallway or adjoining rooms, but the window was narrow."
1,"A convenient location in Central Park, Lincoln Center, although the entrance is quite hidden."
1,"The rooms are lovely - beds not so comfortable, a great little kitchen, and not including a coffee maker."
1,The staff is so accommodating and so easy to take a taxi.
0,"We had two different rooms during our stay, and the windows were quite inconvenient."
1,"It was a nicely appointed bathroom, but the error part about it was the narrow bathtub."
1,Lemon poppy-seed pancakes are must-eats at the restaurant but do not try juices.
0,"The bed and the fold-out sofa were not comfortable, but the room was cleaned well."
1,"Wi-fi worked like a dream, but not including the iPod dock."
0,The location was convenient but not close to the subway and far from the airport.
2,"The bathroom is enormous, while the bedroom is a little small, but the shower is not a rain shower."
1,The bed is always perfect except for the no good view.
0,"we have complimentary coffee but not including snacks, and the room price is not reasonable."
1,"The room was great, and the windows were narrow."
2,"The fresh salad and the delicious coffee were always included, but the fruit was not fresh."
1,"The waiter was quite fast, although the room service was so slow."
2,"The bedroom was normal, and the decor was modern."
1,"The lemon poppy-seed pancakes were always included, but the coffee was not good."
2,"The housekeeping was quite fast, although the check-out was so slow, and the towels were comfortable."
1,"The location was quite inconvenient, although it was near the airport."
0,"The room was nicely appointed, but the bathroom and shower were terrible."
1,"There was a great pool, but it was not easy to find water."
1,"The place was quite inconvenient, although it was near the city bus."
0,"The bedroom was fantastic, but the shower and toiletries were terrible."
1,"There was a great gym, but the equipment was not modern."
2,"The area was convenient, and the view was so lovely, although it was not near the subway."
0,"The suite was fantastic, but the wardrobes and room service menu were terrible."
1,"There was a fitness center, but the equipment was not modern."
2,"The decor style was dark, and the view was so lovely, although it was near the cabs."
0,"The bedroom was fantastic, but the bed and room service was terrible."
1,"There was a large lobby, but there did not have seats."
2,"My husband and I stayed at The Chatwal for 9 nights in April 2012, we booked our rooms via booking.com, we arrived at the hotel very late at night but our check-in was very easy and just like many other reviewers we got upgraded to a suite."
2,"We fell in bad with the decor, it is just like the photos in the hotel website, the lobby smelled lovely with their signature scent, it was even lovelier when mixed with the fresh coffee smell in the morning."
2,"Beds were extremely comfortable, books in the room were a nice touch, we had two bathrooms after our upgrade which we appreciated a lot, the bathrooms were really very chic and the TOTO toilets were something!"
2,"Wonderful boutique hotel located next to Times Square, the subway is two blocks away from all of Manhattan, and numerous classic eateries are within walking distance."
2,OBathrooms are ideal with Japanese heated cleansing toilettes.
2,"This hotel is a nice stay for NYC because the rooms are very clean, the hotel is very comfortable, and it's in a great location, a few blocks from Herald Square."
2,"The staff was very nice and always accommodating, the hotel also has a great view of the Empire State Building in rooms facing 6th Ave."
2,"Very cool pic to have if you get lucky, I was extremely satisfied with my two-night's stay and would stay again."
2,"The decor style was dark, and the view was so lovely, although it was near the cabs."
2,"Not wonderful staff, beautiful hotel, incredibly comfortable rooms and for my needs terrific location."
2,"The room was immaculate and well-appointed, and the bed was a decent size."
2,"The large bathroom and the powerful shower were included, but no bathtub."
2,"In the morning, it was full of coffee but no glass for you to take out with you, and from the afternoon onwards, hot cider was available."
2,"The room was immaculate and well-appointed, and the window was a decent size."
2,"The large kitchen and the nice fridge were included, but no coffee maker."
1,"In the morning, lemon pancakes were delicious, but juices were unavailable."
2,"The bedroom was perfect, and the bed was very comfortable, but the view was narrow."
2,"The subway is right on your door, lovely fresh continental breakfast and decent coffee except for sweet cakes."
1,The doorman was great; our only problem was that the coffee maker was not working when we arrived.
2,"The living room was perfect, and the sofa was very comfortable, but the decor was old."
2,"The airport is right on your door, lovely fresh continental lunch and decent cider except for lemon pancakes."
1,The reservation manager was great; our only problem was that the washing machine was not working when we arrived.
2,"The sitting room was perfect, and the lobby seating was very comfortable, but the room style was old."
2,The cabs are right on your door; lovely fresh continental dinner and decent orange juice except for the salad.
1,The manager was great; our only problem was that the fold-out couch was not working when we arrived.
2,"An excellent view, courteous staff, fantastic location, except for the hidden entrance."
1,We can use the pool whenever but the service price is high.
2,"There is excellent decor, a courteous concierge, fantastic area, except for the hidden lobby."
1,We can use the gym whenever but the equipment is not good.
1,"There weren't any special programs for kids, but we saw other families there; a nice-sized Queen suite gave us everything we needed."
2,"The rooms were comfortable, a little tight at the bed foot but not like some complaints described, and the amenities were appreciated, energy-efficient rooms."
1,"Lovely bathrooms (although they need a hand towel holder), but really comfortable."
1,"Great room, uncomfortable bed!"
2,"Great location, just one block's walk from 72nd subway, then 5 minute's ride to Times Square and anywhere you want to go from there!"
2,"We had a room on the 24th floor with great views of the San Remo building and Central Park, but the building sways ALOT in windy weather, which was very weird at first!"
2,"There is an excellent view, a courteous elevator operator, fantastic place, except for the hidden bar."
1,We can use the bar whenever but the cocktails are not good.
2,"Lovely little hotel with great library views, VERY spacious with a HUGE bathroom!"
1,"The complimentary drinks and snacks were a plus, my only complaint was the bellman or the cab service, hopefully, this will be addressed before our next visit!"
2,"The room was very quiet, the room has a sleek modern design, and was spacious for NYC standards, I did not love the bathroom."
1,Being able to get a cold bottle of water at all times was great but it was not good with no snacks in the rooms.
1,"I also loved the overall design of the hotel, the lobby seating is not particularly comfortable or inviting."
2,"The staff was young and not as experienced, easy to find the subway and cabs, lovely pop-up stores, and wonderful ice skating for the holidays."
0,"There are a few problems that I believe can be corrected easily: one is the lack of proper lighting in the room, the architect and designers clearly were not thinking of women when they designed the rooms."
0,"Also, the fridge is quite big but has no snacks, there is no drawer space in the room, and the other problem is that the beds were not very comfortable."
2,"Not only is the property in a great location, but the rooms are wonderfully design, but not well bed, and a great job in terms of customer service."
2,"We also loved the mini fridge, as well as the lounge; the only drawback is that the Internet is painstakingly slow, which is the reason for the 4 stars."
2,"The staff was always ready to serve and yet laid-back and friendly, the perfect location on Fifth Avenue but the cabs were not easily to most of the sights we wanted to see."
